	pielou_e
e80	0.603109838064338
e82	0.6098502938750546
e87	0.520697756996066
e88	0.6926211554022316
e89	0.6539759571155676
e90	0.6348463286198173
e91	0.5291749102450738
e92	0.5760283189331523
e93	0.45897553460034646
e94	0.3862873080647763
e97	0.603431921249098
