fungi_genus,pheno,estimate,p.value
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;f__Exidiaceae;g__Unclassified,k2o,-0.210961815658736,0.60976891005115
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;f__Exidiaceae;g__Unclassified,ca,-0.514151599036162,0.185313676474771
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;f__Exidiaceae;g__Unclassified,mg,-0.452061033554434,0.275035106895053
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;f__Exidiaceae;g__Unclassified,na,-0.297448644858867,0.506975330971952
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;f__Exidiaceae;g__Unclassified,s,0.279503074873685,0.522027810807452
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;f__Exidiaceae;g__Unclassified,al,0.323754835018083,0.475661961311393
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;f__Exidiaceae;g__Unclassified,b,-0.262784016434489,0.552779325289565
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;f__Exidiaceae;g__Unclassified,cu,-0.188790040271091,0.634881536111054
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;f__Exidiaceae;g__Unclassified,fe,0.381740428334855,0.379378444641685
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;f__Exidiaceae;g__Unclassified,mn,-0.522759353294011,0.182234966931584
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;f__Exidiaceae;g__Unclassified,zn,-0.235473569478132,0.582746291290733
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;f__Exidiaceae;g__Unclassified,cec,-0.444124112881289,0.292894121149687
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;f__Exidiaceae;g__Unclassified,k_sat,0.0206022352221887,0.94901385743186
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;f__Exidiaceae;g__Unclassified,ca_sat,-0.586091641974873,0.13681907943714
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;f__Exidiaceae;g__Unclassified,mg_sat,0.182637995695748,0.638957684221201
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;f__Exidiaceae;g__Unclassified,na_sat,0.000412034427211327,0.998624435859424
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;f__Exidiaceae;g__Unclassified,h_sat,0.570386930180742,0.13681907943714
