	e72	e73	e75	e76	e77	e78	e80	e81	e82	e87	e88	e89	e90	e91	e92	e93	e94	e95	e96	e97
k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__Mrakiaceae;g__Mrakia;s__Unclassified	0.86848635235732	0.235849056603774	0	0	0.275027502750275	0	0.452165635411709	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Paurocotylis;s__Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.501543209876543	0.874811463046757	0.348266582238404
k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__Cystofilobasidiales_fam_Incertae_sedis;g__Mrakiella;s__Unclassified	0	0	0	0	0	0	0.0951927653498334	0	1.35135135135135	0	0	0	0	0	0	0	0	0	0.271493212669683	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Periconiaceae;g__Periconia;s__Periconia_macrospinosa	0	0.117924528301887	0	0	0	0	0	0	0	0	0	0	0.0557180665830896	0.47230812482429	0	0.541205412054121	0	0.192901234567901	0	0.253284787082476
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Unclassified;g__Unclassified;s__Unclassified	0	0	0	0	0	0	0.559257496430271	0	0	0	0	0	0	0	0	0	0	0	0.603318250377074	0.316605983853095
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Neoascochyta;s__Neoascochyta_desmazieri	0	0	0	0	0.11001100110011	0.76530612244898	0.190385530699667	0	0	0	0	0	0	0	0.169779286926995	0.1230012300123	0	0	0	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Cucurbitariaceae;g__Pyrenochaetopsis;s__Pyrenochaetopsis_leptospora	0	0	0	0.528434826371414	0	0	0	0	0	0	0.249594409085237	0	0	0	0	0	0	0.501543209876543	0	0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Dermateaceae;g__Unclassified;s__Unclassified	0	0	0	0	0	0	0	0	0	0	0	0.906344410876133	0.250731299623903	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Unclassified	0	0	0	0	0	0	0	0	0	0.972911102632583	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Dothioraceae;g__Hormonema;s__Hormonema_macrosporum	0	0	0	0	0	0	0	0	0	0	0	0	0.181083716395041	0	0	0	0	0	0.723981900452489	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma;s__Trichoderma_spirale	0.21712158808933	0	0	0	0	0	0	0	0	0	0	0	0.139295166457724	0.151813325836379	0	0	0.356943669827105	0	0	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Unclassified;s__Unclassified	0	0	0	0.0754906894816306	0	0	0	0	0	0	0.212155247722451	0	0.0417885499373172	0.466685409052572	0	0	0.0669269380925823	0	0	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Unclassified;s__Unclassified	0	0	0	0	0	0	0.214183722037125	0	0	0	0	0	0	0	0	0	0	0.617283950617284	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Plectosphaerellaceae;g__Gibellulopsis;s__Unclassified	0	0	0	0	0	0	0.214183722037125	0	0	0	0.212155247722451	0.238511687072667	0	0.0843407365757661	0	0	0	0	0	0.063321196770619
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporales_fam_Incertae_sedis;g__Ochrocladosporium;s__Unclassified	0	0	0.224719101123596	0	0	0	0	0	0.171990171990172	0	0	0	0	0	0	0	0	0	0.392156862745098	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Preussia;s__Unclassified	0	0	0	0	0	0	0	0	0	0	0.237114688630975	0	0.069647583228862	0.393590104020242	0	0	0	0.0771604938271605	0	0
k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__Unclassified;g__Unclassified;s__Unclassified	0.589330024813896	0	0	0	0	0	0	0	0	0	0	0	0.0835770998746344	0	0	0	0	0	0	0.0791514959632737
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Clavicipitaceae;g__Metarhizium;s__Metarhizium_marquandii	0.124069478908189	0	0	0	0.11001100110011	0	0	0	0.196560196560197	0	0	0	0.069647583228862	0.0674725892606129	0	0	0.100390407138873	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Sordariales_fam_Incertae_sedis;g__Conlarium;s__Unclassified	0.124069478908189	0	0	0	0	0	0.14278914802475	0	0	0.11446012972148	0	0	0.222872266332358	0.0449817261737419	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Drechslera;s__Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.297113752122241	0.34440344403444	0	0	0	0
k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Leucosporidiales;f__Leucosporidiaceae;g__Leucosporidium;s__Unclassified	0	0	0	0	0	0	0.594954783436459	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Hymenoscyphus;s__Hymenoscyphus_menthae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.191001697792869	0.3690036900369	0	0	0	0
