	e64	e65	e66	e67	e68	e69	e70	e71	e72	e73	e74	e75	e76	e77	e78	e79	e80	e81	e82	e83	e84	e85	e86	e87	e88	e89	e90	e91	e92	e93	e94	e95	e96	e97
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Pseudomonadales;D_4__Pseudomonadaceae;D_5__Pseudomonas;D_6__Unclassified;ASV_c49ae74fa568d100507b39d79215d0cd	19.1403295293847	24.699610089918	3.70980690412811	8.04613205638362	3.19430652101953	10.597609561753	5.79945608024582	5.59880114889897	14.2266207909692	3.2150512026673	2.10282538212135	4.86835087038743	2.54080908445706	5.30952238269311	9.04879555281038	1.99046604797404	29.0326980122063	0	0.182963407318536	2.47963034813587	2.79402940294029	0.195162035848184	2.81347106743932	1.20683075748903	17.064404611425	0.203581526861451	1.70842323103342	2.52181570730926	4.4478527607362	11.0624411397534	0.266755585195065	2.49658965420176	5.00091313082121	9.16105729765227
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Steroidobacterales;D_4__Steroidobacteraceae;D_5__Unclassified;D_6__Unclassified;ASV_4afbe5f4da77bc9566b962055f7d4393	0.720228894662413	0.432349274555052	3.06333713609667	5.15950630606326	9.03122586340064	12.4745462594068	1.33154381379578	2.37480747616867	1.25256117833533	1.98315616272273	2.26493747105141	1.50317606555787	3.06397647774511	5.18966860430275	2.136092238007	7.81226228510574	6.09635514337345	2.16092761770907	7.44451109778044	11.0578110119573	1.82268226822682	10.4668481331211	10.7499790039473	9.5544743369586	2.96514018549259	8.81055607917059	15.1248293778345	3.86878552557842	6.96757230499562	9.33879410411967	16.2900453997486	6.06716757248338	8.38862847750655	9.89985224101133
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Pseudomonadales;D_4__Pseudomonadaceae;D_5__Pseudomonas;D_6__Unclassified;ASV_90b70c4580e141b83d6aed6f5ed54ccf	3.46301838392475	2.21479536351821	0.638019182828411	0.816078775207392	6.47136709698775	7.19787516600266	6.05022427859994	7.75714939849311	6.98766768469478	8.75533135595055	5.4284390921723	10.2943315715463	0.559667443982561	0.347575957332055	2.1515338686432	14.3541761752624	4.22448770841147	0.198273265736372	4.10317936412717	7.3718740079715	0.813831383138314	0.50331261876637	8.5243974132863	3.31520702156077	0.13401763550249	1.18001885014138	4.5220377790498	5.27980145704908	4.99561787905346	1.63166078976763	0	7.33819803823918	6.17276435137274	0.960433426366771
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Pseudomonadales;D_4__Pseudomonadaceae;D_5__Pseudomonas;D_6__Unclassified;ASV_3bf0be57b3bf0cc665c0131c00ca7eac	3.58470089124215	5.45078379883823	0.464782186166392	0.175355769879274	0.10482180293501	0	12.1498958075796	10.1007367939058	9.434801097924	6.05988438805776	7.25335803612784	2.5117587159967	2.7010037513941	2.09144843291185	0.8544368952028	0.935645823824738	0.787616352415698	5.82521835157113	1.09478104379124	0.317449119960495	14.1914191419142	1.11447794155411	0.71806500377929	1.1925205113528	2.12752996360203	0.139491046182846	0.0924662058033552	0.808582179169002	7.40578439964943	0.27814888630938	0.230846179495729	2.03105038650586	0.146100931393438	0.410441635199475
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Pseudomonadales;D_4__Pseudomonadaceae;D_5__Pseudomonas;D_6__Unclassified;ASV_c92e0fac713a0de42c1524e53eecd1c8	5.65988094846581	6.53828810906873	1.90983225588372	0.499089498887165	0.132406487917908	0	3.22113516759086	3.03459184947758	7.57335601345343	1.13446924592435	5.44696618805002	1.77956650341851	1.7357801885836	3.20908491640199	1.56217829936175	2.61676555606268	3.3243547342221	0.0276076699126594	2.38152369526095	2.34559627526366	4.89048904890489	0.482769246571825	5.16082976400437	3.7969853081473	9.79394788541492	0.0791705937794533	0.550394082162829	2.94411976623169	11.3277826468011	1.39950502639129	2.17764895990971	1.229889786285	0.557009800937481	2.45033656214086
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae;D_5__Novosphingobium;D_6__Unclassified;ASV_b13decd8aa12b14c7525546a97e65705	1.4864998191206	0.209543513434657	1.96476105970338	2.23241383961691	1.73231821692596	4.47985834440018	0.812347684809098	0.655621695874787	0.537364209224108	1.50035722791141	1.10236220472441	1.37225427920283	1.93653046740343	1.06370228321448	2.136092238007	1.87889852426594	1.67752054280746	0.629956831643409	2.28554289142172	1.48495643892632	1.21512151215122	1.98243541677366	0.814646846392878	2.49952299179546	11.2681418759423	4.26013195098963	0.625247677336973	4.5232567448563	1.1612620508326	2.66979127882783	3.14207299869187	1.24288157980209	1.36056492360139	2.16713183385323
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Pseudomonadales;D_4__Pseudomonadaceae;D_5__Pseudomonas;D_6__Unclassified;ASV_51ba56b7c0601fbcbdf5c7eece7df38d	3.04206268293485	5.88843797246757	0.904212616723708	3.20361502664059	0.198609731876862	0	1.70239819164341	1.1697123589893	1.90010438009819	1.1517893870835	1.32931912922649	1.09586384134219	0.84964006894454	0.422484568826032	1.24819847642578	0.631370759166286	1.14562378533192	0.271057122778837	0.776844631073785	2.90289584141653	10.2122712271227	2.97878896820913	1.5663055345595	0.763213127265789	3.95656610267578	0.505183788878417	0	1.15483147866464	3.98773006134969	0.30443067084255	0.105163259548054	0.77517701318667	0.170451086625677	0.882449515678871
D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Micrococcales;D_4__Micrococcaceae;D_5__Arthrobacter;D_6__Unclassified;ASV_42d954b09ce9813e7fe1cc9d78229c93	0.503173611339494	0.0822259356515742	3.58727341868424	1.84123558373238	0.66203243958954	0.424966799468792	1.51873697594744	1.31748740790076	0.835040785556887	1.52200740436035	2.92264937471051	2.83178974930902	3.30122680725945	3.07424941571283	1.8272596252831	5.22338860997008	0.34777864911862	3.85252484690292	3.24835032993401	2.20098056505943	1.3988898889889	2.14164655128139	1.98202737885278	0.157412707498569	0.0593941793704217	0.316682375117813	0.154110343005592	1.30093667440557	0.810692375109553	0.212444424976456	0.436042783491933	2.52257324123595	0.578316186765691	1.15744541126252
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Pseudomonadales;D_4__Pseudomonadaceae;D_5__Pseudomonas;D_6__Unclassified;ASV_f136ef0db0e9952069b76c17ed4a9b85	0.688986088729569	2.40046683111854	0.219715215278658	0	0	0	7.63960018366122	5.79028431086875	5.08176441025245	4.55952716014635	6.40574339972209	2.88512825486108	0.888167900233195	0.293641757056391	0.17243154210418	0.362594452051321	0.265948378737768	0	0.317936412717457	0.631371027476985	2.79402940294029	0	0.445116318132191	2.44228200725052	0.761463838082329	0	0.114481969089868	0.574413577775999	5.95968448729185	0.328522306664623	0.0897735142483392	0.835805382933114	0.0943568515249285	0.508947627647349
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Chitinophagaceae;D_5__Niastella;D_6__Unclassified;ASV_3f5d78e3833591c4dd9b0b8b20e77c09	0	0	0.236616385684709	0.33722263438322	0.888226856449299	0.823373173970784	0.0953625543036768	0.926195729092953	0.711331039548459	0.0974257940202213	0.213061602593793	0.460650729767735	0.328500456250634	0.764067837238569	0.288243771875643	1.36923779096303	3.53574959937263	0	1.78164367126575	0.299813057740468	0.517551755175518	1.88999024189821	2.7588813303099	6.51593207403167	1.68892679286661	3.72101790763431	3.38162124080842	1.54110959891122	2.47589833479404	2.46829759740686	4.92215353835894	1.40094840092675	1.53101601022707	2.20407158102118
