bacteria_phylum	bacteria_class	bacteria_order	bacteria_family	bacteria_genus	bacteria_species	bacteria_asv	fungi_phylum	fungi_class	fungi_order	fungi_family	fungi_genus	fungi_species	fungi_asv
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Myxococcales;D_4__Polyangiaceae;D_5__Sorangium;D_6__Sorangium cellulosum;ASV_c084806901ae43d65cd39a87c42ec573	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia;D_3__Gaiellales;D_4__Gaiellaceae;D_5__Gaiella;D_6__Unclassified;ASV_ab0d6a5e4eae5e218cfb6fcd6fe92998	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Flavobacterium;D_6__Unclassified;ASV_39c9fd0ec4e1d4737ef70a42ba9281b8	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Paenibacillaceae;D_5__Paenibacillus;D_6__Unclassified;ASV_bb377e1061b305bb43ce6ec607a37eb9	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Bdellovibrionales;D_4__Bdellovibrionaceae;D_5__OM27 clade;D_6__Unclassified;ASV_5740295862ed6502ee1ceb9d6cae5bb9	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Chthoniobacterales;D_4__01D2Z36;D_5__Unclassified;D_6__Unclassified;ASV_187479db39568d64c5ae9f6a1e325f76	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Spirosomaceae;D_5__Dyadobacter;D_6__Unclassified;ASV_7ca995d9eabc4ec99790abcaaf5517dd	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Burkholderiaceae;D_5__Rhodoferax;D_6__Unclassified;ASV_c86e7d0691c7c55090bfe096d945d5f0	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae;D_5__Sphingomonas;D_6__Unclassified;ASV_6c557f9903233b01abf2fd4f1cc54cdd	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Crocinitomicaceae;D_5__Fluviicola;D_6__Unclassified;ASV_25f41c809cd9658597c5b5e95cfcdf20	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Myxococcales;D_4__Unclassified;D_5__Unclassified;D_6__Unclassified;ASV_e689d62187d20677ff35da90def67996	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia;D_3__Gaiellales;D_4__Unclassified;D_5__Unclassified;D_6__Unclassified;ASV_9bfc0e3095103e3e0a3b387735ff31d2	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Microscillaceae;D_5__Unclassified;D_6__Unclassified;ASV_968b398263545728965696b0114c6a4f	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Devosiaceae;D_5__Devosia;D_6__Unclassified;ASV_3562f2810fb832fd21544d206e0f04d1	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Caulobacterales;D_4__Caulobacteraceae;D_5__Asticcacaulis;D_6__Unclassified;ASV_3513518b726942eb1ae42fa77fc897a3	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Beijerinckiaceae;D_5__Unclassified;D_6__Unclassified;ASV_08d6b9719c4d913de2aa6a9a8a6246de	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Pseudohongiellaceae;D_5__BIyi10;D_6__Unclassified;ASV_5bd44f945cc608d9dd8ae7666f6f59cb	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia;D_3__Gaiellales;D_4__Unclassified;D_5__Unclassified;D_6__Unclassified;ASV_3158bcf106f4f41845c780e618da1115	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae;D_5__Sphingomonas;D_6__Unclassified;ASV_fa38a5b99bb8d574894cc4420acb6da5	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Sphingobacteriales;D_4__Sphingobacteriaceae;D_5__Pedobacter;D_6__Unclassified;ASV_7fea6a65646cfb2370d6ac20be35ef2c	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Sphingobacteriales;D_4__env.OPS 17;D_5__Unclassified;D_6__Unclassified;ASV_538358cbe0a4cc366500b4422f6b624a	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Azospirillales;D_4__Azospirillaceae;D_5__Skermanella;D_6__Unclassified;ASV_86bfbaa17fb9f4bbc2e39787ac0c4237	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Myxococcales;D_4__BIrii41;D_5__Unclassified;D_6__Unclassified;ASV_c6acc25c417065b3fe1264c6a2ca30f2	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Chitinophagaceae;D_5__Unclassified;D_6__Unclassified;ASV_f176c78d945a85793cce6e1143828812	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Opitutales;D_4__Opitutaceae;D_5__Opitutus;D_6__Unclassified;ASV_a5194549ca53610c2cabefaa9b3f88b4	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae;D_5__Amaricoccus;D_6__Unclassified;ASV_02559ce759a1895c22b1d8b6cd6dd477	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Planctomycetes;D_2__Phycisphaerae;D_3__Tepidisphaerales;D_4__WD2101 soil group;D_5__Unclassified;D_6__Unclassified;ASV_6c53cbd157fd85fb23e5163793e158db	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Rhizobiales Incertae Sedis;D_5__Unclassified;D_6__Unclassified;ASV_8c89d0f53a646ca0d10427db7db464ce	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 6;D_3__Unclassified;D_4__Unclassified;D_5__Unclassified;D_6__Unclassified;ASV_4cee3e9c74f2064529893247921ece4a	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Nitrosomonadaceae;D_5__Ellin6067;D_6__Unclassified;ASV_dbead81f42a0b312f1b2d28f7953eaaf	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia;D_3__Solirubrobacterales;D_4__67-14;D_5__Unclassified;D_6__Unclassified;ASV_c079048eab0c9404e8fcaffeea49d83c	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Corynebacteriales;D_4__Mycobacteriaceae;D_5__Mycobacterium;D_6__Unclassified;ASV_a72998c8f335e32a865ba5b6ff54e195	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Micrococcales;D_4__Microbacteriaceae;D_5__Unclassified;D_6__Unclassified;ASV_5dd072d808713f2198b48374ab1467be	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Micromonosporales;D_4__Micromonosporaceae;D_5__Dactylosporangium;D_6__Unclassified;ASV_93b236f0947785d163c8034d2d26acc1	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Chloroflexi;D_2__Ktedonobacteria;D_3__Ktedonobacterales;D_4__JG30-KF-AS9;D_5__Unclassified;D_6__Unclassified;ASV_f126e18e1eebe9b0148183d12221b5c8	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae;D_5__Novosphingobium;D_6__Unclassified;ASV_c6ba3845d2b8c858dfad3df21d65d472	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Paenibacillaceae;D_5__Paenibacillus;D_6__Unclassified;ASV_eca4df306f64febc7a11359fc36f0659	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Rhizobiaceae;D_5__Mesorhizobium;D_6__Unclassified;ASV_3914785c7ba46189510412b9ae127f80	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Sphingobacteriales;D_4__Sphingobacteriaceae;D_5__Mucilaginibacter;D_6__Unclassified;ASV_34c169f5e1c1eca18d2eab4933715b91	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Unclassified;D_5__Unclassified;D_6__Unclassified;ASV_a4140699a8f6eaf328f9d42943f6e41a	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Pseudonocardiales;D_4__Pseudonocardiaceae;D_5__Pseudonocardia;D_6__Unclassified;ASV_f01cdf1cede8fdcdbb668bcc0de921b7	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Cellvibrionales;D_4__Cellvibrionaceae;D_5__Cellvibrio;D_6__Unclassified;ASV_c760cd161c8a4b92dafb67f776e3067d	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia;D_3__Gaiellales;D_4__Gaiellaceae;D_5__Gaiella;D_6__Unclassified;ASV_79737cbe03396e3af39102d1876c470a	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Rhizobiales Incertae Sedis;D_5__Nordella;D_6__Unclassified;ASV_ad9392ce0f4519a81e83b65bacd00959	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Verrucomicrobiales;D_4__Verrucomicrobiaceae;D_5__Prosthecobacter;D_6__Unclassified;ASV_623f8561129e06d3840d1a4feff5be97	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Micrococcales;D_4__Microbacteriaceae;D_5__Unclassified;D_6__Unclassified;ASV_b150d93f794e702a00f9e742b4f00462	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Devosiaceae;D_5__Devosia;D_6__Unclassified;ASV_c75f0ebc2f7ec8bfb6032d14f4075934	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Gemmatimonadetes;D_2__Gemmatimonadetes;D_3__Gemmatimonadales;D_4__Gemmatimonadaceae;D_5__Gemmatimonas;D_6__Unclassified;ASV_9526362d39238d472f8fa65a7677c834	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__Microtrichales;D_4__Iamiaceae;D_5__Iamia;D_6__Unclassified;ASV_645de16a74eca00afba24c6a0c669dda	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Chitinophagaceae;D_5__Terrimonas;D_6__Unclassified;ASV_f695edec616a87b748d6fcc6a9ea762a	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Burkholderiaceae;D_5__Achromobacter;D_6__Unclassified;ASV_db348887cf55bba2c8fdb32a85c86f08	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Sphingobacteriales;D_4__Sphingobacteriaceae;D_5__Mucilaginibacter;D_6__Unclassified;ASV_7392c20b354c7c869fa9839e6048f49f	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Burkholderiaceae;D_5__Variovorax;D_6__Unclassified;ASV_a880c8000872a0f53b5e6bedcfb5623a	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Tistrellales;D_4__Geminicoccaceae;D_5__Candidatus Alysiosphaera;D_6__Unclassified;ASV_1a176c9b25b2cee48bd2cc74760f9e80	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Rhizobiaceae;D_5__Mesorhizobium;D_6__Unclassified;ASV_b3f26951f1315ad6a21da2f8a0fe9674	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Flavobacterium;D_6__Unclassified;ASV_22e38336be214f1dad6bd1dc732c9edb	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Chitinophagaceae;D_5__Unclassified;D_6__Unclassified;ASV_e615627eddd4a4c5d0a980945fcfedb4	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Corynebacteriales;D_4__Mycobacteriaceae;D_5__Mycobacterium;D_6__Unclassified;ASV_85fcee5167c7bcfe5412143be4abdb66	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Steroidobacterales;D_4__Steroidobacteraceae;D_5__Unclassified;D_6__Unclassified;ASV_e3e459a2d3cebcd3a36a18093eefc53a	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Chitinophagaceae;D_5__Ferruginibacter;D_6__Unclassified;ASV_fed49cda247920b3429f7886ed4073f0	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Chitinophagaceae;D_5__Ferruginibacter;D_6__Unclassified;ASV_406b3347124a048772f8329e84b48308	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae;D_5__Sphingomonas;D_6__Unclassified;ASV_137d510e9a9c32f733df1b800cce9551	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia;D_3__Solirubrobacterales;D_4__67-14;D_5__Unclassified;D_6__Unclassified;ASV_59090451ba6353e6134bbea772d664b5	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Burkholderiaceae;D_5__Massilia;D_6__Unclassified;ASV_59318497e797d3630e0f3e5a9b966340	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Microscillaceae;D_5__Ohtaekwangia;D_6__Unclassified;ASV_00b9fb29e14844fc02d69d68c60313b3	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Micrococcales;D_4__Intrasporangiaceae;D_5__Oryzihumus;D_6__Unclassified;ASV_3ad2b719d223df115b45220f84a83766	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Unclassified;D_4__Unclassified;D_5__Unclassified;D_6__Unclassified;ASV_1d0fdfe06da26795516acb5bc1fdfad7	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Micrococcales;D_4__Microbacteriaceae;D_5__Unclassified;D_6__Unclassified;ASV_211241ec0e96d0e2c3f2fbc862f3340d	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae;D_5__Sphingomonas;D_6__Unclassified;ASV_23feba968edf2ceeef3ca5784abd7ca9	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Micrococcales;D_4__Intrasporangiaceae;D_5__Terrabacter;D_6__Unclassified;ASV_a86217cab039eca0096aee5e32304074	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Rhizobiaceae;D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium;D_6__Unclassified;ASV_71f3a6a90aabc263ccdc997c8d995fe0	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Burkholderiaceae;D_5__Unclassified;D_6__Unclassified;ASV_951c4f87b4a285c73941fd516dceef6f	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae;D_5__Sphingomonas;D_6__Unclassified;ASV_e21ac4edc4f4738bfc4d2dd9a1e40443	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Planococcaceae;D_5__Unclassified;D_6__Unclassified;ASV_85e3529829e91fb97755995256488e19	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Beijerinckiaceae;D_5__alphaI cluster;D_6__Unclassified;ASV_de2217f084018fbcbd76cee04c71ebff	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Micromonosporales;D_4__Micromonosporaceae;D_5__Actinoplanes;D_6__Unclassified;ASV_7c889d3a1d9ee6ae41950968b816847c	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Chitinophagaceae;D_5__Unclassified;D_6__Unclassified;ASV_254b841d61225d2f4f5987e8d4a69bc5	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Chloroflexi;D_2__KD4-96;D_3__Unclassified;D_4__Unclassified;D_5__Unclassified;D_6__Unclassified;ASV_5fd4bc222289a55cb9b807f097542ac5	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Streptomycetales;D_4__Streptomycetaceae;D_5__Streptomyces;D_6__Unclassified;ASV_c10a3ec49baf21d2f15f24ed4f5ec1eb	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Paenibacillaceae;D_5__Paenibacillus;D_6__Unclassified;ASV_de307996c53e7ec7c5ff9bf1ffc20eb7	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Flavobacterium;D_6__Unclassified;ASV_60e3945c06211074c7904d0fb7dc22bb	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Acidobacteria;D_2__Thermoanaerobaculia;D_3__Thermoanaerobaculales;D_4__Thermoanaerobaculaceae;D_5__Subgroup 10;D_6__Unclassified;ASV_29c8f5967d80714ded38b310aff12ee5	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 6;D_3__Unclassified;D_4__Unclassified;D_5__Unclassified;D_6__Unclassified;ASV_d32d6a228cd8d75f57882684690dc4f2	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Burkholderiaceae;D_5__Rhizobacter;D_6__Unclassified;ASV_4d688df05727653b16b9b26ba6eb2429	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Chloroflexi;D_2__KD4-96;D_3__Unclassified;D_4__Unclassified;D_5__Unclassified;D_6__Unclassified;ASV_5ec87f41dbf02aff1bab45a18bac9f37	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__SC-I-84;D_5__Unclassified;D_6__Unclassified;ASV_bb7c691bde2e995e999acb4841089e2a	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Unclassified;D_2__Unclassified;D_3__Unclassified;D_4__Unclassified;D_5__Unclassified;D_6__Unclassified;ASV_885abb9682ad2c89c0e7a4e9cfc40252	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Rhizobiales Incertae Sedis;D_5__Bauldia;D_6__Unclassified;ASV_5b938b6f8a89088288d1cc9cd34bbc09	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Cytophagaceae;D_5__Cytophaga;D_6__Unclassified;ASV_bed6f3c24d78381bc4350e34d3a4a13f	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Micromonosporales;D_4__Micromonosporaceae;D_5__Luedemannella;D_6__Unclassified;ASV_88f7734b3f43407f07e91014fc7aff2b	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Micrococcales;D_4__Microbacteriaceae;D_5__Microbacterium;D_6__Unclassified;ASV_55397d78590b97b258a8611e1582eb1b	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Rhizobiaceae;D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium;D_6__Unclassified;ASV_bc362c5c7decc1917f8d576739fc401d	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Chitinophagaceae;D_5__Niastella;D_6__Unclassified;ASV_130dd8298c196a09e2c113621e4b4a3a	NA	NA	NA	NA	NA	NA	NA
